# Column definitions:   
# trait : GWAS phenotype
# CredibleSet : credible set ID for trait
# CredibleSet.AnyCodingVariant : TRUE if credible set contains a variant overlapping a coding sequence
# CredibleSet.AnySpliceSiteVariant : TRUE if credible set contains a variant within 10bp of a splice site of a coding gene
# CredibleSet.NoncodingWithSigVariant : TRUE if credible set does not contain a coding or splice site variant, and if it contains at least one variant with variant score above the specified threshold
# CredibleSet.AnyPrediction : TRUE if credible set has a prediction for this method
# CredibleSet.nNearbyGenes : Number of genes within distance threshold
# TargetGene : Gene Symbol
# TargetGene.chr : chromosome
# TargetGene.TSS : coordinate of gene transcription start site
# DistanceToTSS : Distance from best variant to the transcription start site
# DistanceToTSSRank : Rank among genes of the distance from best variant to the transcription start site
# Distance : Distance from best variant to the gene body
# DistanceRank : Rank among genes of the distance from best variant to the gene body
# GeneScore.* : Max score for this gene across cell types and variants
# CellTypes.* : Cell types in which the prediction is made
# Variants.* : Variants with variant scores above threshold responsible for the prediction
# GeneRank.* : Rank of the prediction score for this gene among other genes in the credible set
# GenePrediction.* : TRUE if gene is the gene with the max by this predictor for the credible set
# GenePredictionMax.* : TRUE if gene has the maximum score for this credible set
trait	CredibleSet	CredibleSet.AnyCodingVariant	CredibleSet.AnySpliceSiteVariant	CredibleSet.NoncodingWithSigVariant	CredibleSet.AnyPrediction	CredibleSet.nNearbyGenes	TargetGene	TargetGene.chr	TargetGene.TSS	DistanceToTSS	DistanceToTSSRank	Distance	DistanceRank	GeneScore.ABC	CellTypes.ABC	Variants.ABC	GeneRank.ABC	GenePrediction.ABC	GenePredictionMax.ABC
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	CASQ1	chr1	160160284	360374	19	360373	19	NA	NA	NA	9	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	PEA15	chr1	160175108	375198	20	375197	20	NA	NA	NA	32	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	DCAF8	chr1	160232318	432408	23	385593	21	NA	NA	NA	15	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	PEX19	chr1	160254941	455031	24	446687	24	NA	NA	NA	33	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	NCSTN	chr1	160313062	513152	25	513151	26	NA	NA	NA	26	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	COPA	chr1	160313354	513444	26	458465	25	NA	NA	NA	13	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	NHLH1	chr1	160336860	536950	28	536949	29	NA	NA	NA	27	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	VANGL2	chr1	160370363	570453	30	570452	30	NA	NA	NA	42	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	SLAMF6	chr1	160493052	693142	33	654908	33	NA	NA	NA	38	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	CD84	chr1	160549306	749396	34	710972	34	NA	NA	NA	11	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	SLAMF1	chr1	160617101	817191	36	777978	37	NA	NA	NA	37	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	CD48	chr1	160681641	881731	39	848624	39	NA	NA	NA	10	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	SLAMF7	chr1	160708846	908936	41	908935	41	NA	NA	NA	39	FALSE	FALSE
IBD	Huang2017-nonFm16	TRUE	FALSE	FALSE	NA	43	LY9	chr1	160765863	965953	42	965952	42	NA	NA	NA	24	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	ANKMY1	chr2	241497438	1241919	29	1241919	29	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	DUSP28	chr2	241499470	1239887	28	1235926	28	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	RNPEPL1	chr2	241508003	1231354	27	1221208	27	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	CAPN10	chr2	241526132	1213225	26	1200831	26	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	GPR35	chr2	241544824	1194533	25	1168681	25	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	AQP12B	chr2	241622317	1117040	24	1117040	24	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	AQP12A	chr2	241631261	1108096	23	1101457	23	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	KIF1A	chr2	241759725	979632	22	979632	22	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	AGXT	chr2	241808161	931196	21	920821	21	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	C2orf54	chr2	241831455	907902	20	907902	20	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	SNED1	chr2	241938254	801103	19	705714	19	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	MTERF4	chr2	242041747	697610	18	697610	18	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	PASK	chr2	242088919	650438	17	650438	17	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	PPP1R7	chr2	242089072	650285	16	616292	16	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	ANO7	chr2	242127923	611434	15	603777	15	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	HDLBP	chr2	242212301	527056	14	527056	14	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	SEPT2	chr2	242255275	484082	13	445916	13	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	FARP2	chr2	242295663	443694	12	333906	12	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	STK25	chr2	242448110	291247	11	291247	11	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	BOK	chr2	242498145	241212	10	225804	10	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	THAP4	chr2	242556916	182441	9	182441	9	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	ATG4B	chr2	242577026	162331	8	126086	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	DTYMK	chr2	242626383	112974	7	112974	7	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	ING5	chr2	242641433	97924	6	70460	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	D2HGDH	chr2	242673993	65364	4	31126	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	GAL3ST2	chr2	242716239	23118	2	0	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	NEU4	chr2	242752026	12669	1	12668	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	PDCD1	chr2	242801058	61701	3	52674	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm50	FALSE	FALSE	FALSE	NA	29	RTP5	chr2	242811885	72528	5	72527	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	USP31	chr16	23160591	688171	15	688171	15	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	SCNN1G	chr16	23194039	654723	14	620562	14	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	SCNN1B	chr16	23313590	535172	13	456142	13	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	COG7	chr16	23464512	384250	11	384250	11	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	GGA2	chr16	23521815	326947	10	326947	10	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	EARS2	chr16	23568696	280066	9	280066	9	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	UBFD1	chr16	23568861	279901	8	263052	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	NDUFAB1	chr16	23607639	241123	7	241123	7	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	PALB2	chr16	23652678	196084	6	196084	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	DCTN5	chr16	23652686	196076	5	163694	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	PLK1	chr16	23690092	158670	4	147074	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	ERN2	chr16	23724821	123941	3	123941	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	CHP2	chr16	23765947	82815	2	78490	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	PRKCB	chr16	23847299	1463	1	0	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	CACNG3	chr16	24266873	418111	12	418110	12	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	RBBP6	chr16	24550907	702145	16	702144	16	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	TNRC6A	chr16	24741048	892286	17	892285	17	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm173	FALSE	FALSE	FALSE	NA	18	SLC5A11	chr16	24857183	1008421	18	1008420	18	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	ADSL	chr22	40742503	1438426	47	1418177	47	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	SGSM3	chr22	40766565	1414364	46	1374636	46	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	MKL1	chr22	41032723	1148206	45	1148206	45	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	MCHR1	chr22	41075181	1105748	44	1102111	44	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	SLC25A17	chr22	41215403	965526	43	965526	43	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	ST13	chr22	41253012	927917	41	927917	42	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	XPNPEP3	chr22	41253084	927845	40	922144	40	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	DNAJB7	chr22	41258130	922799	39	922799	41	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	RBX1	chr22	41347350	833579	36	811910	36	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	EP300	chr22	41488613	692316	32	604848	32	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	L3MBTL2	chr22	41601312	579617	30	553654	30	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	CHADL	chr22	41636935	543994	29	543994	29	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	RANGAP1	chr22	41682021	498908	27	498908	28	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	ZC3H7B	chr22	41697506	483423	26	424778	27	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	TEF	chr22	41777932	402997	25	385597	26	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	TOB2	chr22	41843027	337902	22	337902	22	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	PHF5A	chr22	41864708	316221	21	316221	21	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	ACO2	chr22	41865128	315801	20	255936	16	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	POLR3H	chr22	41940493	240436	15	240436	15	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	CSDC2	chr22	41957013	223916	14	208259	13	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	PMM1	chr22	41985871	195058	12	195058	12	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	DESI1	chr22	42017061	163868	10	163868	10	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	XRCC6	chr22	42017166	163763	9	120877	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	SNU13	chr22	42084913	96016	5	96016	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	C22orf46	chr22	42086546	94383	4	86789	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	MEI1	chr22	42095517	85412	3	0	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	CCDC134	chr22	42196625	15696	1	15695	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	SREBF2	chr22	42229082	48153	2	48152	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	SHISA8	chr22	42310671	129742	6	124627	7	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	TNFRSF13C	chr22	42322821	141892	7	140105	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	CENPM	chr22	42343168	162239	8	153794	9	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	SEPT3	chr22	42372930	192001	11	192000	11	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	WBP2NL	chr22	42394728	213799	13	213798	14	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	NAGA	chr22	42466846	285917	16	273407	17	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	FAM109B	chr22	42470254	289325	17	289324	18	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	SMDT1	chr22	42475694	294765	18	294764	19	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	NDUFA6	chr22	42486959	306030	19	300599	20	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	CYP2D6	chr22	42526883	345954	23	341570	23	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	CYP2D7	chr22	42540576	359647	24	354672	24	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	TCF20	chr22	42679933	499004	28	375088	25	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	NFAM1	chr22	42828401	647472	31	595483	31	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	RRP7A	chr22	42915829	734900	33	723410	33	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	SERHL2	chr22	42949867	768938	34	768937	34	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	POLDIP3	chr22	43010968	830039	35	798796	35	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	ATP5L2	chr22	43036607	855678	37	854878	38	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	CYB5R3	chr22	43042995	862066	38	832915	37	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm218	TRUE	FALSE	FALSE	NA	47	A4GALT	chr22	43116916	935987	42	907190	39	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	RNF4	chr4	2470794	975960	20	929168	19	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	FAM193A	chr4	2627158	819596	16	712452	14	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	TNIP2	chr4	2758103	688651	13	688651	13	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	SH3BP2	chr4	2813945	632809	12	603931	12	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	ADD1	chr4	2845583	601171	11	514952	11	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	MFSD10	chr4	2935964	510790	10	510790	10	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	NOP14	chr4	2965233	481521	9	481521	9	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	GRK4	chr4	2965342	481412	8	404280	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	HTT	chr4	3076407	370347	7	201067	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	MSANTD1	chr4	3250766	195988	5	188414	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	RGS12	chr4	3315873	130881	4	5114	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	HGFAC	chr4	3443659	3095	1	0	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	DOK7	chr4	3465032	18278	2	18277	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	LRPAP1	chr4	3533876	87122	3	58568	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	ADRA2C	chr4	3768295	321541	6	321540	7	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	OTOP1	chr4	4228621	781867	14	743774	15	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	TMEM128	chr4	4249969	803215	15	790513	16	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	LYAR	chr4	4291748	844994	17	822673	17	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	ZBTB49	chr4	4291923	845169	18	845168	18	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm60	TRUE	FALSE	FALSE	NA	20	NSG1	chr4	4387982	941228	19	941227	20	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm161	FALSE	FALSE	FALSE	NA	12	LHFP	chr13	40177356	658948	5	658948	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm161	FALSE	FALSE	FALSE	NA	12	COG6	chr13	40229763	606541	4	509539	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm161	FALSE	FALSE	FALSE	NA	12	FOXO1	chr13	41240734	404430	1	293495	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm161	FALSE	FALSE	FALSE	NA	12	MRPS31	chr13	41345347	509043	2	467126	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm161	FALSE	FALSE	FALSE	NA	12	SLC25A15	chr13	41363546	527242	3	527241	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm161	FALSE	FALSE	FALSE	NA	12	ELF1	chr13	41593508	757204	6	669749	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm161	FALSE	FALSE	FALSE	NA	12	WBP4	chr13	41635392	799088	7	799087	7	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm161	FALSE	FALSE	FALSE	NA	12	KBTBD6	chr13	41706936	870632	8	865403	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm161	FALSE	FALSE	FALSE	NA	12	KBTBD7	chr13	41768711	932407	9	929235	9	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm161	FALSE	FALSE	FALSE	NA	12	MTRF1	chr13	41837713	1001409	10	954210	10	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm161	FALSE	FALSE	FALSE	NA	12	NAA16	chr13	41885340	1049036	11	1049035	11	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm161	FALSE	FALSE	FALSE	NA	12	RGCC	chr13	42031541	1195237	12	1195236	12	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	ERCC2	chr19	45873845	1255877	64	1255877	64	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	PPP1R13L	chr19	45908312	1221410	63	1221410	63	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	CD3EAP	chr19	45909466	1220256	62	1215698	62	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	ERCC1	chr19	45927177	1202545	61	1202545	61	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	FOSB	chr19	45971252	1158470	60	1151285	60	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	RTN2	chr19	46000313	1129409	59	1129409	59	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	PPM1N	chr19	46001730	1127992	58	1123958	58	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	VASP	chr19	46010687	1119035	57	1099482	57	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	OPA3	chr19	46088122	1041600	56	1041600	56	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	GPR4	chr19	46105466	1024256	55	1024256	55	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	EML2	chr19	46142675	987047	54	987047	54	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	GIPR	chr19	46171501	958221	52	942740	52	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	SNRPD2	chr19	46195574	934148	51	934148	51	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	QPCTL	chr19	46195740	933982	50	922474	50	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	FBXO46	chr19	46218536	911186	48	911186	49	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	BHMG1	chr19	46236508	893214	47	861925	47	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	SIX5	chr19	46272497	857225	44	857225	45	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	DMPK	chr19	46285815	843907	42	843907	43	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	DMWD	chr19	46296060	833662	41	833662	42	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm197	TRUE	FALSE	FALSE	NA	64	RSPH6A	chr19	46318605	811117	40	811117	41	NA	NA	NA	NA	FALSE	FALSE
